Order_ID,Customer_ID,Shipment_ID,Customer_rating,Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
8128,1001,S528,5,248,10,4366,1
8129,1005,S553,4,274,7,5036,1
8130,1034,S592,4,104,6,4323,1
8131,1009,S537,4,176,10,5456,0
8132,1005,S514,4,237,1,4369,0
8133,1007,S547,4,247,9,5095,0
8134,1044,S535,5,212,6,4463,0
8135,1001,S539,5,226,1,4532,0
8136,1037,S672,2,213,7,5415,0
8137,1010,S591,3,177,1,5282,0
8138,1025,S516,5,235,6,4633,1
8139,1005,S517,4,263,2,5741,1
8140,1011,S590,3,181,10,5337,0
8141,1037,S536,2,178,2,4122,0
8142,1008,S544,5,243,4,4130,1
8143,1011,S526,3,230,2,4742,1
8144,1014,S516,3,106,6,5867,0
8145,1008,S547,5,266,2,4867,0
8146,1002,S535,2,284,1,4171,1
8147,1013,S519,5,233,9,4751,1
8148,1011,S612,3,200,2,4777,1
8149,1037,S526,2,176,1,5292,0
8150,1035,S514,1,279,4,4405,1
8151,1010,S594,3,164,9,5070,0
8152,1011,S533,3,163,10,5002,1
8153,1008,S529,5,254,3,4404,0
8154,1005,S525,4,234,2,4269,0
8155,1004,S591,1,191,8,4021,1
8156,1011,S544,3,224,5,4214,1
8157,1006,S527,1,250,5,4232,0
8158,1045,S528,5,101,8,4146,0
8159,1019,S536,2,227,6,5058,0
8160,1006,S544,1,173,4,5521,0
8161,1036,S521,3,209,6,4384,0
8162,1008,S522,5,241,4,4132,0
8163,1008,S545,5,257,9,5972,0
8164,1004,S627,1,146,3,4345,1
8165,1036,S549,3,129,3,5444,1
8166,1009,S522,4,285,9,4768,1
8167,1004,S543,1,133,5,5213,1
8168,1019,S592,2,185,1,4786,0
8169,1025,S545,5,193,8,5714,0
8170,1065,S524,4,228,5,4974,1
8171,1031,S553,3,179,5,5058,0
8172,1000,S592,2,224,9,4896,0
8173,1046,S526,2,279,1,5855,0
8174,1019,S516,2,181,4,5717,0
8175,1001,S545,5,198,9,4526,0
8176,1008,S518,5,193,4,5817,0
8177,1005,S534,4,184,1,4208,1
8178,1019,S525,2,139,9,5920,0
8179,1010,S611,3,210,5,4560,1
8180,1031,S592,3,225,2,4520,1
8181,1006,S527,1,189,5,4738,0
8182,1021,S533,5,164,4,5736,0
8183,1013,S553,5,196,1,5303,1
8184,1014,S514,3,246,1,4533,0
8185,1026,S591,4,188,10,4571,1
8186,1014,S544,3,250,4,4380,0
8187,1020,S547,2,156,2,5795,1
8188,1017,S590,1,218,6,5480,1
8189,1001,S534,5,172,5,5791,0
8190,1006,S522,1,259,3,4380,0
8191,1011,S526,3,231,9,4623,1
8192,1019,S551,2,224,4,4271,0
8193,1013,S538,5,201,7,4048,0
8194,1032,S563,2,189,5,4374,0
8195,1009,S664,4,265,10,4565,0
8196,1013,S567,5,147,5,5357,1
8197,1005,S566,4,195,6,5783,0
8198,1008,S618,5,216,7,5891,0
8199,1032,S568,2,148,5,4031,0
8200,1026,S667,4,180,7,4200,1
8201,1011,S573,3,169,7,5976,0
8202,1005,S559,4,200,7,5400,0
8203,1014,S619,3,255,10,5632,0
8204,1014,S617,3,238,1,4051,0
8205,1009,S615,4,163,5,5088,1
8206,1013,S563,5,177,7,4031,1
8207,1013,S647,5,206,5,5785,1
8208,1005,S559,4,175,2,5272,0
8209,1001,S631,5,247,5,4250,0
8210,1033,S618,3,152,4,5809,0
8211,1005,S568,4,162,8,5394,0
8212,1005,S569,4,206,5,5915,0
8213,1026,S573,4,186,6,5540,0
8214,1008,S617,5,179,4,4487,0
8215,1008,S636,5,172,7,4929,0
8216,1031,S505,3,158,7,4865,0
8217,1027,S749,5,143,9,4060,0
8218,1011,S671,3,171,7,4994,0
8219,1019,S668,2,175,4,4426,0
8220,1008,S509,5,173,8,4040,1
8221,1009,S586,4,268,10,4531,0
8222,1008,S501,5,232,8,5923,0
8223,1020,S608,2,203,9,4217,0
8224,1009,S587,4,140,3,5300,0
8225,1005,S508,4,138,10,4327,1
8226,1018,S575,1,262,9,5146,0
8227,1004,S500,1,245,9,4024,1
8228,1005,S625,4,224,10,4806,1
8229,1012,S507,4,186,4,4585,0
8230,1002,S584,2,282,5,5422,1
8231,1018,S580,1,266,8,4786,1
8232,1020,S501,2,256,7,5571,0
8233,1011,S510,3,155,7,5464,0
8234,1009,S710,4,142,2,5700,0
8235,1076,S695,3,229,6,4600,0
8236,1064,S584,3,211,6,5583,0
8237,1029,S699,1,264,4,5337,0
8238,1017,S672,1,217,3,5571,0
8239,1010,S611,3,145,3,4077,1
8240,1002,S522,2,185,6,5854,0
8241,1074,S523,4,221,6,5582,1
8242,1008,S533,5,208,8,4632,0
8243,1001,S529,5,260,2,5368,0
8244,1063,S592,4,177,3,5646,1
8245,1015,S591,1,144,10,4175,0
8246,1016,S522,5,174,4,5692,0
8247,1002,S594,2,215,1,4158,0
8248,1075,S528,5,270,9,5085,1
8249,1007,S642,4,209,10,4540,0
8250,1049,S525,1,103,10,5413,1
8251,1004,S611,1,184,10,4674,1
8252,1014,S551,3,226,6,5033,0
8253,1019,S532,2,158,4,4324,0
8254,1032,S626,2,274,2,5029,0
8255,1005,S536,4,245,7,5429,0
8256,1071,S525,3,254,8,1932,0
8257,1036,S611,3,252,2,1312,1
8258,1034,S682,4,254,2,1174,0
8259,1069,S538,3,263,10,1762,0
8260,1049,S535,1,256,5,1970,0
8261,1021,S644,5,264,9,1922,1
8262,1047,S592,2,237,6,1734,1
8263,1049,S521,1,226,2,1912,0
8264,1015,S655,1,289,4,1543,1
8265,1015,S628,1,281,9,1235,0
8266,1027,S535,5,258,6,1068,1
8267,1034,S613,4,263,3,1276,0
8268,1069,S525,3,245,1,1605,0
8269,1033,S727,3,296,7,1427,0
8270,1034,S655,4,286,3,1262,1
8271,1031,S548,3,252,6,1470,1
8272,1021,S681,5,301,4,1707,1
8273,1026,S688,4,290,10,1886,1
8274,1020,S658,2,247,9,1096,1
8275,1004,S526,1,138,2,4766,1
8276,1005,S514,4,262,6,4428,0
8277,1000,S538,2,245,5,5226,0
8278,1004,S590,1,224,1,4862,1
8279,1006,S553,1,186,1,5054,1
8280,1017,S516,1,282,10,5065,0
8281,1009,S611,4,266,2,5260,1
8282,1021,S592,5,256,8,5244,1
8283,1004,S517,1,155,7,5709,0
8284,1013,S654,5,142,10,5174,0
8285,1059,S644,5,229,2,4271,1
8286,1064,S516,3,211,3,4550,0
8287,1045,S515,5,264,8,4644,1
8288,1026,S672,4,217,4,4247,1
8289,1009,S532,4,145,2,4492,1
8290,1025,S590,5,185,9,5704,0
8291,1075,S546,5,221,9,4646,0
8292,1019,S592,2,208,8,4342,0
8293,1007,S521,4,260,6,4474,0
8294,1040,S592,5,177,2,4299,0
8295,1017,S538,1,144,8,4970,0
8296,1014,S590,3,174,1,5556,0
8297,1002,S642,2,215,2,4673,1
8298,1051,S516,1,270,5,5494,1
8299,1012,S530,4,209,5,4363,0
8300,1035,S525,1,103,3,4966,0
8301,1000,S532,2,184,4,4552,0
8302,1014,S627,3,226,2,4219,0
8303,1005,S534,4,158,10,4670,1
8304,1024,S612,1,274,2,4352,0
8305,1000,S526,2,245,7,4121,0
8306,1065,S525,4,254,4,1850,1
8307,1060,S532,4,252,9,1133,1
8308,1020,S681,2,254,9,1626,0
8309,1035,S539,1,263,3,1777,0
8310,1044,S525,5,256,10,1333,1
8311,1003,S643,3,264,5,1397,0
8312,1049,S592,1,237,5,1041,0
8313,1035,S547,1,226,6,1723,0
8314,1034,S657,4,289,1,1657,0
8315,1020,S688,2,281,6,1118,1
8316,1044,S525,5,258,10,1719,1
8317,1025,S588,5,263,10,1669,0
8318,1069,S525,3,245,10,1112,0
8319,1033,S726,3,296,2,1304,1
8320,1003,S657,3,286,2,1712,1
8321,1021,S613,5,299,1,1629,1
8322,1034,S672,4,253,10,1248,0
8323,1021,S727,5,269,9,1835,0
8324,1049,S514,1,267,3,1194,1
8325,1050,S545,4,226,4,1518,0
8326,1034,S681,4,278,3,1141,1
8327,1060,S529,4,232,2,1386,0
8328,1026,S682,4,287,5,1972,1
8329,1047,S591,2,228,6,1718,0
8330,1035,S525,1,232,4,1776,0
8331,1025,S708,5,308,8,1569,1
8332,1021,S733,5,287,8,1748,0
8333,1033,S691,3,246,8,1741,0
8334,1028,S617,1,262,1,1627,1
8335,1034,S716,4,275,10,1005,0
8336,1050,S659,4,236,2,1664,1
8337,1046,S621,2,221,2,1781,1
8338,1060,S616,4,271,4,1320,0
8339,1060,S558,4,229,9,1361,0
8340,1015,S565,1,291,3,1663,1
8341,1048,S631,5,261,1,1082,0
8342,1026,S700,4,285,10,1422,0
8343,1060,S708,4,262,9,1369,0
8344,1027,S557,5,219,2,1260,0
8345,1015,S718,1,302,1,1622,1
8346,1050,S618,4,269,2,1473,0
8347,1060,S646,4,260,10,1708,1
8348,1020,S736,2,297,7,1383,1
8349,1017,S676,1,278,6,1576,0
8350,1069,S616,3,265,3,1005,1
8351,1020,S718,2,286,5,1248,1
8352,1020,S648,2,248,10,1563,1
8353,1021,S686,5,302,7,1592,0
8354,1015,S697,1,272,2,1018,0
8355,1026,S687,4,279,10,1462,1
8356,1047,S584,2,255,2,1255,0
8357,1050,S639,4,245,4,1771,1
8358,1027,S509,5,247,6,1737,0
8359,1026,S694,4,275,5,1989,0
8360,1033,S720,3,255,8,1805,0
8361,1002,S749,2,243,2,1665,1
8362,1028,S513,1,234,7,1711,0
8363,1070,S639,2,276,6,1043,0
8364,1049,S577,1,228,7,1818,0
8365,1045,S574,5,232,2,1550,1
8366,1015,S577,1,248,6,1944,1
8367,1034,S610,4,136,9,5469,0
8368,1011,S513,3,240,8,4423,0
8369,1009,S623,4,147,9,4534,1
8370,1006,S501,1,222,10,4714,1
8371,1010,S510,3,163,5,5362,0
8372,1005,S577,4,254,4,5611,1
8373,1019,S608,2,246,1,5113,0
8374,1017,S750,1,168,6,4800,0
8375,1018,S529,1,145,8,4915,0
8376,1032,S514,2,224,8,4047,1
8377,1021,S591,5,248,2,4427,0
8378,1031,S522,3,212,2,5125,0
8379,1008,S532,5,268,8,5480,0
8380,1004,S528,1,200,5,4120,1
8381,1000,S534,2,246,9,5795,0
8382,1010,S516,3,142,1,4900,0
8383,1003,S591,3,173,9,5672,0
8384,1033,S514,3,156,8,5868,0
8385,1024,S527,1,223,8,5719,1
8386,1008,S533,5,231,4,5174,1
8387,1005,S519,4,264,1,5437,1
8388,1060,S592,4,175,10,4498,1
8389,1050,S596,4,149,7,5541,0
8390,1024,S522,1,226,7,4703,0
8391,1004,S517,1,133,5,4538,0
8392,1032,S535,2,190,1,5005,0
8393,1001,S642,5,238,5,4052,0
8394,1009,S682,4,152,10,4376,1
8395,1005,S530,4,249,10,5629,1
8396,1014,S592,3,181,4,5622,1
8397,1014,S517,3,239,2,5625,0
8398,1018,S518,1,167,10,4341,1
8399,1013,S536,5,246,1,5650,1
8400,1004,S514,1,139,1,5953,1
8401,1015,S611,1,150,1,5098,0
8402,1011,S544,3,151,1,5297,0
8403,1004,S538,1,186,6,4758,0
8404,1009,S590,4,250,6,5565,0
8405,1018,S529,1,162,6,4343,1
8406,1011,S514,3,135,5,4484,0
8407,1024,S526,1,238,5,4355,1
8408,1001,S682,5,167,10,4013,1
8409,1035,S547,1,269,3,4534,1
8410,1032,S528,2,187,7,4470,1
8411,1031,S642,3,241,2,4836,1
8412,1019,S544,2,168,10,4979,1
8413,1007,S591,4,273,1,5759,1
8414,1010,S592,3,257,8,4447,1
8415,1006,S532,1,205,3,5682,1
8416,1035,S533,1,260,1,5559,1
8417,1004,S549,1,207,10,5394,0
8418,1024,S544,1,202,7,4598,0
8419,1018,S611,1,224,7,5870,1
8420,1024,S525,1,193,8,5184,0
8421,1011,S532,3,199,3,4885,1
8422,1003,S533,3,187,9,5699,1
8423,1019,S534,2,208,6,4744,1
8424,1016,S544,5,228,3,5208,0
8425,1033,S526,3,160,7,5147,0
8426,1004,S544,1,195,3,5961,0
8427,1012,S517,4,240,2,5661,0
8428,1002,S598,2,271,9,4066,0
8429,1004,S539,1,236,8,4114,0
8430,1020,S544,2,199,1,5660,0
8431,1006,S543,1,246,9,4947,0
8432,1015,S522,1,250,8,4028,1
8433,1024,S538,1,188,10,5085,1
8434,1019,S590,2,256,1,4932,0
8435,1013,S536,5,147,8,5272,1
8436,1011,S522,3,234,6,5652,0
8437,1015,S543,1,247,8,5376,1
8438,1017,S525,1,267,5,5792,0
8439,1044,S679,5,246,3,4660,1
8440,1015,S533,1,284,4,4795,1
8441,1030,S536,3,142,2,5748,1
8442,1024,S544,1,132,2,4129,0
8443,1001,S530,5,252,4,4098,1
8444,1004,S520,1,243,5,5989,0
8445,1005,S548,4,281,7,5180,0
8446,1001,S590,5,142,6,5974,1
8447,1006,S553,1,209,2,4855,0
8448,1033,S544,3,157,7,4487,1
8449,1018,S611,1,267,7,5789,1
8450,1044,S525,5,177,1,4379,1
8451,1014,S547,3,214,6,4345,0
8452,1011,S533,3,247,4,4962,1
8453,1017,S553,1,268,10,5226,1
8454,1011,S514,3,242,6,5013,1
8455,1009,S555,4,176,1,4509,0
8456,1008,S514,5,231,10,5361,0
8457,1001,S517,5,124,1,5709,1
8458,1019,S590,2,179,4,4102,1
8459,1011,S539,3,207,7,4220,1
8460,1019,S516,2,128,7,5675,1
8461,1016,S526,5,167,8,5083,0
8462,1002,S544,2,243,5,4670,1
8463,1021,S538,5,252,6,4983,0
8464,1024,S528,1,202,10,5428,1
8465,1031,S529,3,241,3,4636,1
8466,1016,S516,5,182,10,5098,1
8467,1000,S555,2,156,5,5628,1
8468,1005,S617,4,266,6,5758,1
8469,1004,S568,1,228,9,4678,0
8470,1025,S557,5,210,3,5432,1
8471,1001,S675,5,135,7,5331,0
8472,1001,S618,5,248,4,4789,1
8473,1010,S636,3,227,3,5644,0
8474,1019,S567,2,257,2,5486,1
8475,1013,S568,5,199,2,4462,0
8476,1031,S557,3,232,1,5398,0
8477,1029,S570,1,258,7,4344,0
8478,1004,S659,1,268,5,5663,0
8479,1060,S619,4,260,2,4461,0
8480,1037,S618,2,190,1,4020,1
8481,1008,S621,5,176,8,5335,1
8482,1032,S674,2,227,10,5401,0
8483,1050,S691,4,150,8,4709,0
8484,1032,S561,2,160,4,4376,0
8485,1014,S629,3,113,4,5130,1
8486,1004,S565,1,145,5,5019,0
8487,1009,S568,4,206,2,5572,1
8488,1004,S674,1,207,5,4643,1
8489,1031,S675,3,133,8,4241,0
8490,1008,S625,5,261,10,4224,1
8491,1006,S586,1,194,1,4198,0
8492,1018,S505,1,244,6,4062,1
8493,1013,S512,5,150,5,4512,0
8494,1024,S587,1,267,7,4486,1
8495,1037,S508,2,251,4,4074,0
8496,1019,S501,2,185,8,4322,1
8497,1049,S624,1,112,1,4543,0
8498,1002,S505,2,264,1,4877,0
8499,1009,S610,4,274,1,5017,1
8500,1008,S584,5,234,10,4204,1
8501,1024,S508,1,157,7,5560,0
8502,1029,S720,1,247,6,4691,0
8503,1024,S637,1,179,8,5301,1
8504,1006,S505,1,202,10,4412,1
8505,1032,S608,2,148,3,4651,0
8506,1029,S671,1,183,2,5082,0
8507,1019,S508,2,229,9,4491,1
8508,1034,S625,4,196,5,4749,1
8509,1011,S506,3,264,6,5482,1
8510,1002,S505,2,233,1,5886,0
8511,1006,S507,1,166,7,4375,0
8512,1031,S535,3,185,2,5420,0
8513,1008,S553,5,184,2,4357,1
8514,1071,S682,3,98,9,4787,1
8515,1037,S530,2,177,7,4764,1
8516,1016,S522,5,193,10,5776,0
8517,1031,S517,3,165,1,4768,0
8518,1026,S533,4,183,6,4562,1
8519,1009,S539,4,161,2,5257,0
8520,1006,S540,1,238,4,4992,0
8521,1025,S543,5,191,4,4008,1
8522,1019,S522,2,165,6,5642,0
8523,1001,S517,5,233,1,4913,0
8524,1024,S528,1,234,4,5066,1
8525,1018,S529,1,252,4,5540,0
8526,1004,S522,1,155,9,5539,0
8527,1067,S526,5,269,8,4462,0
8528,1001,S592,5,224,8,5871,0
8529,1011,S545,3,230,7,4844,0
8530,1008,S533,5,253,9,4205,0
8531,1019,S534,2,181,4,4323,0
8532,1020,S520,2,233,1,4316,0
8533,1049,S521,1,243,1,4624,1
8534,1012,S514,4,271,6,4801,1
8535,1033,S538,3,134,5,4507,1
8536,1066,S626,5,154,10,5282,1
8537,1079,S613,1,222,2,4914,0
8538,1073,S544,4,251,2,4336,1
8539,1010,S591,3,239,10,4020,0
8540,1009,S525,4,211,9,4908,0
8541,1074,S527,4,195,5,5950,1
8542,1073,S528,4,224,9,4149,0
8543,1059,S529,5,144,2,4956,1
8544,1002,S520,2,167,5,5250,0
8545,1015,S526,1,188,8,5884,1
8546,1012,S531,4,245,3,5850,1
8547,1016,S673,5,212,3,4389,0
8548,1011,S590,3,240,5,4888,1
8549,1047,S554,2,226,5,1323,0
8550,1025,S682,5,278,2,1167,1
8551,1023,S521,2,232,4,1783,0
8552,1003,S682,3,287,3,1824,0
8553,1050,S538,4,228,1,1788,1
8554,1060,S535,4,232,10,1512,0
8555,1025,S613,5,308,8,1164,1
8556,1034,S655,4,287,9,1667,1
8557,1034,S643,4,246,3,1852,0
8558,1045,S592,5,262,10,1156,0
8559,1017,S548,1,275,7,1767,0
8560,1049,S524,1,236,3,1699,0
8561,1065,S554,4,221,6,1488,1
8562,1049,S525,1,271,5,1869,1
8563,1060,S591,4,229,7,1049,1
8564,1032,S612,2,177,9,4648,0
8565,1032,S527,2,193,3,4799,1
8566,1007,S518,4,165,1,5745,0
8567,1025,S539,5,183,3,5881,0
8568,1000,S592,2,161,8,4382,0
8569,1016,S555,5,238,6,5325,1
8570,1025,S522,5,191,2,5177,1
8571,1018,S527,1,165,10,5823,0
8572,1016,S518,5,233,2,4193,0
8573,1012,S529,4,234,8,5744,0
8574,1011,S516,3,252,10,5802,1
8575,1019,S543,2,155,1,5731,1
8576,1062,S544,1,269,4,4290,0
8577,1006,S538,1,224,6,4454,1
8578,1009,S524,4,230,6,4257,0
8579,1008,S539,5,253,1,5402,0
8580,1004,S525,1,181,3,5118,0
8581,1020,S541,2,233,6,5256,0
8582,1060,S516,4,243,10,4356,0
8583,1001,S545,5,271,6,4788,1
8584,1003,S533,3,134,8,4879,1
8585,1039,S642,2,154,8,5811,1
8586,1052,S682,4,222,1,5808,1
8587,1075,S526,5,251,9,5962,0
8588,1013,S592,5,239,6,5154,1
8589,1018,S532,1,211,7,5594,1
8590,1039,S590,2,195,9,4256,0
8591,1066,S529,5,224,7,4521,1
8592,1054,S516,4,144,6,4390,1
8593,1017,S541,1,167,7,5264,0
8594,1003,S544,3,188,1,4296,1
8595,1012,S663,4,245,10,5389,0
8596,1006,S654,1,212,8,4128,0
8597,1008,S553,5,240,6,5642,0
8598,1035,S514,1,226,3,1409,0
8599,1033,S588,3,278,9,1368,0
8600,1035,S516,1,232,8,1943,0
8601,1025,S548,5,287,8,1465,0
8602,1027,S533,5,228,5,1373,1
8603,1027,S534,5,232,1,1127,0
8604,1025,S682,5,308,4,1202,0
8605,1017,S731,1,287,1,1660,0
8606,1025,S700,5,246,2,1581,0
8607,1029,S568,1,262,3,1830,1
8608,1021,S709,5,275,6,1872,0
8609,1036,S664,3,236,10,1630,0
8610,1046,S659,2,221,4,1952,1
8611,1050,S646,4,228,9,1549,1
8612,1044,S617,5,234,1,1991,1
8613,1035,S630,1,242,9,1767,0
8614,1015,S733,1,307,8,1339,0
8615,1003,S718,3,260,4,1358,0
8616,1027,S617,5,239,7,1380,0
8617,1026,S716,4,305,1,1384,0
8618,1070,S565,2,254,5,1951,0
8619,1049,S600,1,258,9,1548,1
8620,1071,S616,3,267,10,1027,0
8621,1023,S558,2,246,10,1720,0
8622,1047,S617,2,246,9,1206,1
8623,1047,S571,2,261,5,1073,1
8624,1049,S565,1,239,6,1815,0
8625,1036,S630,3,245,8,1471,0
8626,1069,S667,3,237,2,1869,1
8627,1003,S737,3,307,1,1793,1
8628,1023,S577,2,252,10,1568,0
8629,1027,S574,5,225,7,1168,0
8630,1026,S697,4,258,7,1726,1
8631,1017,S738,1,254,6,1279,1
8632,1069,S579,3,232,1,1835,1
8633,1015,S741,1,255,3,1450,0
8634,1049,S577,1,235,10,1920,0
8635,1025,S742,5,269,2,1592,0
8636,1002,S697,2,243,4,1768,0
8637,1002,S740,2,253,1,1294,1
8638,1049,S671,1,266,2,1798,0
8639,1033,S580,3,154,3,1066,1
8640,1036,S501,3,245,4,1470,0
8641,1044,S586,5,275,8,1093,1
8642,1017,S720,1,261,10,1290,1
8643,1027,S512,5,273,2,1441,0
8644,1060,S715,4,303,5,1195,1
8645,1035,S580,1,255,3,1574,1
8646,1050,S501,4,225,1,1476,1
8647,1045,S500,5,233,8,1176,0
8648,1015,S697,1,285,3,1448,1
8649,1025,S545,5,272,10,1383,1
8650,1025,S721,5,273,9,1329,1
8651,1030,S539,3,253,4,1788,1
8652,1020,S672,2,279,4,1148,0
8653,1047,S591,2,235,8,1021,0
8654,1049,S592,1,255,9,1793,1
8655,1021,S628,5,301,7,1727,0
8656,1017,S721,1,245,4,1653,1
8657,1021,S688,5,265,1,1601,0
8658,1060,S516,4,252,2,1995,1
8659,1017,S643,1,281,2,1592,0
8660,1020,S672,2,269,10,1166,0
8661,1047,S547,2,271,4,1633,1
8662,1023,S524,2,239,6,1365,1
8663,1021,S688,5,293,2,1080,1
8664,1049,S516,1,165,1,4170,1
8665,1033,S543,3,202,9,4917,0
8666,1005,S592,4,201,2,5385,0
8667,1008,S532,5,161,5,4702,0
8668,1008,S535,5,193,3,5037,0
8669,1018,S553,1,152,1,4949,1
8670,1007,S516,4,189,3,5837,1
8671,1018,S543,1,159,10,4784,1
8672,1018,S525,1,259,1,5725,0
8673,1019,S517,2,224,8,5869,0
8674,1012,S528,4,172,3,5538,1
8675,1008,S529,5,148,5,5216,0
8676,1011,S516,3,274,8,4276,0
8677,1015,S543,1,207,9,5889,0
8678,1044,S516,5,159,2,5654,1
8679,1018,S527,1,198,3,4965,1
8680,1016,S528,5,196,3,5505,0
8681,1024,S534,1,137,9,4580,1
8682,1010,S544,3,192,4,5479,0
8683,1005,S543,4,214,1,5722,0
8684,1003,S672,3,267,2,5917,1
8685,1008,S517,5,205,9,4565,1
8686,1026,S598,4,102,6,5421,0
8687,1032,S536,2,150,5,5264,0
8688,1018,S525,1,176,3,5919,0
8689,1010,S530,3,169,1,4647,0
8690,1005,S516,4,151,5,4732,0
8691,1013,S527,5,243,1,4623,0
8692,1037,S533,2,150,2,5301,0
8693,1031,S539,3,229,6,4226,1
8694,1002,S682,2,164,6,5264,0
8695,1008,S543,5,220,9,5672,1
8696,1018,S544,1,187,7,4607,0
8697,1005,S532,4,255,1,5775,1
8698,1009,S524,4,252,2,4162,0
8699,1021,S554,5,242,2,5359,0
8700,1018,S522,1,162,7,5073,0
8701,1019,S526,2,219,1,4918,1
8702,1019,S592,2,248,2,5028,1
8703,1011,S547,3,228,1,5408,1
8704,1012,S528,4,149,2,5881,0
8705,1008,S536,5,206,9,5751,0
8706,1018,S544,1,204,4,4619,1
8707,1003,S537,3,222,2,4060,0
8708,1001,S544,5,248,1,4108,1
8709,1011,S517,3,225,7,4961,1
8710,1037,S626,2,244,9,4142,0
8711,1003,S549,3,184,3,4719,0
8712,1013,S592,5,223,9,5649,1
8713,1070,S521,2,133,9,4879,0
8714,1003,S516,3,164,1,4257,0
8715,1021,S517,5,222,9,4247,0
8716,1024,S550,1,198,8,4323,0
8717,1008,S534,5,198,5,4754,1
8718,1029,S514,1,193,4,5964,0
8719,1004,S611,1,149,9,5173,1
8720,1026,S516,4,265,6,4607,1
8721,1014,S527,3,187,7,4859,0
8722,1016,S528,5,198,9,4108,0
8723,1005,S536,4,177,1,4965,0
8724,1033,S525,3,255,5,5870,0
8725,1037,S526,2,141,7,5231,0
8726,1037,S544,2,180,4,4758,1
8727,1009,S594,4,254,4,5830,1
8728,1031,S598,3,211,2,4611,0
8729,1007,S536,4,238,7,5974,0
8730,1009,S516,4,239,6,5632,0
8731,1031,S521,3,175,3,4961,1
8732,1032,S525,2,238,5,5703,0
8733,1034,S645,4,268,5,4126,1
8734,1001,S528,5,142,10,5428,1
8735,1032,S536,2,186,3,5712,0
8736,1011,S516,3,154,4,4867,1
8737,1012,S591,4,229,9,5672,1
8738,1009,S522,4,264,8,4575,1
8739,1011,S547,3,196,8,5541,0
8740,1032,S524,2,169,4,6000,1
8741,1013,S553,5,168,8,5877,0
8742,1012,S561,4,226,8,5793,0
8743,1012,S646,4,189,4,5575,1
8744,1012,S617,4,183,7,4572,1
8745,1006,S556,1,228,7,4977,0
8746,1032,S674,2,260,7,5553,1
8747,1037,S647,2,112,8,4599,0
8748,1013,S659,5,221,9,5295,0
8749,1013,S566,5,258,8,4046,1
8750,1000,S618,2,133,5,5950,0
8751,1004,S556,1,139,4,4666,0
8752,1017,S667,1,251,10,5931,0
8753,1018,S714,1,258,3,4908,0
8754,1037,S618,2,229,7,4855,1
8755,1034,S716,4,220,5,5465,1
8756,1011,S565,3,160,10,4416,1
8757,1018,S615,1,154,4,4631,0
8758,1069,S616,3,197,1,5581,0
8759,1009,S558,4,141,10,4289,0
8760,1037,S567,2,199,7,5531,1
8761,1030,S566,3,187,9,5872,0
8762,1009,S567,4,136,6,4631,0
8763,1060,S615,4,232,9,5759,0
8764,1037,S587,2,257,9,5085,1
8765,1024,S623,1,156,4,5225,0
8766,1013,S625,5,179,2,4913,0
8767,1008,S574,5,182,9,5388,0
8768,1022,S501,4,209,7,4852,0
8769,1008,S670,5,137,5,4814,0
8770,1047,S671,2,174,8,4656,0
8771,1009,S508,4,251,5,5608,1
8772,1007,S575,4,220,8,5073,0
8773,1033,S506,3,196,9,5631,1
8774,1004,S505,1,162,10,5726,0
8775,1037,S608,2,242,8,5243,1
8776,1010,S584,3,226,10,5305,0
8777,1018,S508,1,101,7,4275,1
8778,1000,S575,2,226,1,5451,0
8779,1071,S637,3,280,5,4585,0
8780,1032,S511,2,257,3,4108,1
8781,1027,S610,5,185,5,4078,0
8782,1000,S587,2,199,8,5431,0
8783,1019,S640,2,273,8,5754,1
8784,1021,S509,5,229,6,4157,0
8785,1011,S510,3,199,1,4006,1
8786,1004,S522,1,151,7,4072,0
8787,1006,S589,1,213,10,5607,1
8788,1005,S518,4,151,3,4938,0
8789,1019,S539,2,212,5,5413,0
8790,1011,S592,3,175,9,4840,1
8791,1033,S543,3,182,2,4746,1
8792,1037,S514,2,211,2,5077,0
8793,1004,S517,1,160,5,5524,0
8794,1016,S518,5,268,10,5895,0
8795,1025,S536,5,188,3,4033,0
8796,1019,S544,2,234,5,4757,1
8797,1017,S611,1,151,5,4549,0
8798,1031,S544,3,150,9,4100,0
8799,1008,S527,5,268,6,4172,1
8800,1005,S550,4,248,7,4142,0
8801,1014,S536,3,232,8,5544,1
8802,1000,S514,2,164,6,4302,0
8803,1010,S526,3,211,3,5379,1
8804,1016,S544,5,195,9,5832,0
8805,1016,S538,5,208,4,5831,0
8806,1006,S518,1,176,4,5726,0
8807,1000,S554,2,258,8,4921,0
8808,1005,S516,4,224,1,4231,0
8809,1009,S521,4,263,1,5283,1
8810,1051,S544,1,203,7,5917,1
8811,1063,S547,4,266,10,5901,0
8812,1004,S552,1,189,9,5316,0
8813,1062,S536,1,242,8,5401,0
8814,1020,S516,2,265,3,4120,1
8815,1042,S543,2,138,1,5721,1
8816,1005,S592,4,268,9,4118,1
8817,1041,S523,3,211,9,5652,1
8818,1064,S681,3,137,6,5992,1
8819,1044,S539,5,234,2,1087,1
8820,1060,S525,4,242,1,1571,1
8821,1002,S722,2,307,8,1551,0
8822,1015,S682,1,260,6,1766,0
8823,1050,S538,4,239,6,1239,0
